dateObj	domDurationObj	totalMsgsMiniMongoObj	totalMsgsObj	Nodes	JSHeapUsedSize
19/11/2019 07:48:09	0,009	3026	3026	66275	89503952
19/11/2019 07:48:10	0,010	3026	3026	66400	88017552
19/11/2019 07:48:11	0,011	3027	3026	66413	97104088
19/11/2019 07:48:19	3,550	3028	3027	66519	70342928
19/11/2019 07:49:11	0,012	3032	3032	66373	103461152
19/11/2019 07:49:11	0,009	3032	3032	66522	86796952
19/11/2019 07:49:20	1,153	3034	3033	66547	115326208
19/11/2019 07:49:29	0,616	3034	3034	66674	89408064
19/11/2019 07:50:14	1,137	3038	3038	66497	116111880
19/11/2019 07:50:14	1,221	3038	3038	66646	98909520
19/11/2019 07:50:30	2,101	3040	3039	66649	102425288
19/11/2019 07:50:32	0,082	3040	3039	66765	96941608
19/11/2019 07:51:20	2,783	3044	3044	66618	104140312
19/11/2019 07:51:20	3,549	3044	3044	66766	88067152
19/11/2019 07:51:45	2,194	3046	3046	66907	69597968
19/11/2019 07:51:45	4,617	3046	3046	66817	81743056
19/11/2019 07:52:34	0,566	3051	3050	66921	86599056
19/11/2019 07:52:35	3,824	3051	3051	66759	90276360
19/11/2019 07:52:47	0,009	3051	3051	67035	72170256
19/11/2019 07:52:47	0,009	3051	3051	66921	93561976
19/11/2019 07:53:40	0,368	3058	3058	66929	117947352
19/11/2019 07:53:44	2,014	3058	3058	67052	87228888
19/11/2019 07:53:49	0,009	3058	3058	67151	70882408
19/11/2019 07:53:50	0,184	3058	3058	67061	86689872
19/11/2019 07:54:42	0,016	3061	3061	66989	106087704
19/11/2019 07:54:54	2,467	3064	3063	67282	89735472
19/11/2019 07:54:54	2,997	3064	3062	67176	92675904
19/11/2019 07:55:04	4,246	3064	3064	67159	98335880
19/11/2019 07:55:44	0,011	3068	3068	67157	97394016
19/11/2019 07:56:08	3,183	3071	3071	67314	88209712
19/11/2019 07:56:09	5,931	3071	3071	67465	71091312
19/11/2019 07:56:10	2,509	3071	3071	67297	81822000
19/11/2019 07:56:52	4,109	3074	3074	67227	91792144
19/11/2019 07:57:10	0,008	3075	3075	67396	87624168
19/11/2019 07:57:16	2,926	3078	3076	67401	99014896
19/11/2019 07:57:17	4,108	3078	3076	67517	94103032
19/11/2019 07:58:01	1,962	3081	3080	67373	94496360
19/11/2019 07:58:12	0,017	3081	3081	67520	102014936
19/11/2019 07:58:23	0,325	3083	3082	67582	112783200
19/11/2019 07:58:25	0,166	3083	3082	67661	104778176
19/11/2019 07:59:05	0,009	3087	3086	67511	108672800
19/11/2019 07:59:13	0,008	3087	3087	67644	105375048
19/11/2019 07:59:30	0,010	3088	3088	67695	83249704
19/11/2019 07:59:37	1,105	3089	3088	67809	98212792
19/11/2019 08:00:15	3,767	3092	3092	67607	110191952
19/11/2019 08:00:15	0,432	3092	3092	67758	107470552
19/11/2019 08:00:35	0,809	3094	3093	67775	107004912
19/11/2019 08:00:52	7,077	3095	3095	67905	85486376
19/11/2019 08:01:17	0,008	3097	3097	67695	91045096
19/11/2019 08:01:17	0,012	3097	3097	67872	89859960
19/11/2019 08:01:49	2,676	3100	3100	67889	82966984
19/11/2019 08:01:55	0,435	3100	3100	68045	88488264
19/11/2019 08:02:25	3,947	3103	3103	68018	89047016
19/11/2019 08:02:26	4,587	3103	3103	67815	91930384
19/11/2019 08:02:51	0,008	3104	3104	67999	97994936
19/11/2019 08:03:01	1,983	3106	3105	68109	89054848
19/11/2019 08:03:28	0,008	3108	3108	68068	88433936
19/11/2019 08:03:28	0,009	3108	3108	67919	104510688
19/11/2019 08:03:53	0,042	3110	3110	68121	104803928
19/11/2019 08:04:14	2,968	3112	3112	68273	71152792
19/11/2019 08:04:31	1,285	3113	3113	68172	108406368
19/11/2019 08:04:32	0,993	3113	3113	68019	92358344
19/11/2019 08:05:03	0,455	3117	3115	68205	97702416
19/11/2019 08:05:21	3,883	3118	3117	68353	92808848
19/11/2019 08:05:34	0,305	3118	3118	68304	95028504
19/11/2019 08:05:36	0,015	3118	3118	68151	117123000
19/11/2019 08:06:15	2,478	3122	3122	68339	97228080
19/11/2019 08:06:27	0,071	3123	3123	68471	72054000
19/11/2019 08:06:38	0,008	3123	3123	68404	114654408
19/11/2019 08:06:38	0,009	3123	3123	68251	103103152
19/11/2019 08:07:17	0,538	3127	3127	68439	95844824
19/11/2019 08:07:35	2,118	3128	3128	68601	78540664
19/11/2019 08:07:39	0,008	3128	3128	68504	97420080
19/11/2019 08:07:40	0,026	3128	3128	68379	118244112
19/11/2019 08:08:19	0,011	3132	3132	68565	83027536
19/11/2019 08:08:42	0,029	3133	3133	68455	94040968
19/11/2019 08:08:43	1,003	3133	3133	68608	122083664
19/11/2019 08:08:45	2,070	3133	3133	68729	72368992
19/11/2019 08:09:22	0,081	3136	3136	68621	84192664
19/11/2019 08:09:48	1,321	3140	3139	68704	114627360
19/11/2019 08:09:49	2,139	3141	3139	68552	93489832
19/11/2019 08:09:52	4,458	3141	3139	68801	95646752
19/11/2019 08:10:24	0,009	3142	3142	68743	81285112
19/11/2019 08:10:54	0,009	3143	3143	68791	88805104
19/11/2019 08:11:03	3,898	3144	3144	68667	110646048
19/11/2019 08:11:05	2,651	3144	3144	68915	99919344
19/11/2019 08:11:31	0,185	3148	3146	68870	90101240
19/11/2019 08:12:01	3,002	3151	3151	68960	106738864
19/11/2019 08:12:12	3,850	3152	3152	68813	92751504
19/11/2019 08:12:15	6,698	3152	3152	69091	91252424
19/11/2019 08:12:39	2,870	3153	3152	69025	111846832
19/11/2019 08:13:08	2,681	3154	3154	69038	116865960
19/11/2019 08:13:19	2,101	3155	3155	68903	92775936
19/11/2019 08:13:22	3,859	3155	3155	69217	93138112
19/11/2019 08:13:58	2,441	3160	3159	69119	95231544
19/11/2019 08:14:10	0,009	3160	3160	69158	95841800
19/11/2019 08:14:22	0,010	3161	3161	69029	112426624
19/11/2019 08:14:25	0,143	3161	3161	69277	88031880
19/11/2019 08:15:15	5,065	3164	3164	69207	104607768
19/11/2019 08:15:15	2,384	3164	3164	69210	91124160
19/11/2019 08:15:24	0,009	3164	3164	69071	94055560
19/11/2019 08:15:35	4,918	3165	3165	69327	72872112
19/11/2019 08:16:17	0,008	3170	3170	69360	104144168
19/11/2019 08:16:19	1,527	3170	3170	69339	84640472
19/11/2019 08:16:29	2,116	3171	3171	69227	94496736
19/11/2019 08:16:41	0,375	3171	3171	69503	80598880
19/11/2019 08:17:27	2,438	3174	3173	69468	101693272
19/11/2019 08:17:28	2,768	3174	3174	69451	84631080
19/11/2019 08:17:31	0,052	3160	3160	68682	217616472
19/11/2019 08:17:31	0,010	3174	3174	69317	107633112
19/11/2019 08:17:49	3,303	3175	3175	69613	102908768
19/11/2019 08:18:35	1,875	3180	3180	69255	214870096
19/11/2019 08:18:37	3,774	3180	3180	69580	105963736
19/11/2019 08:18:39	1,832	3180	3180	69457	123325912
19/11/2019 08:18:38	3,418	3180	3180	69557	88946056
19/11/2019 08:18:53	0,298	3181	3181	69683	73277680
19/11/2019 08:19:48	4,802	3184	3184	69416	420444176
19/11/2019 08:19:46	2,373	3185	3184	69537	113851448
19/11/2019 08:19:48	2,104	3185	3184	69693	104469032
19/11/2019 08:19:48	4,085	3185	3184	69696	102261480
19/11/2019 08:19:57	1,843	3187	3185	69767	95530432
19/11/2019 08:20:53	3,031	3190	3190	69487	240784944
19/11/2019 08:20:55	0,764	3190	3190	69619	94974584
19/11/2019 08:20:56	0,077	3191	3190	69779	107387656
19/11/2019 08:21:04	5,258	3191	3191	69790	98878040
19/11/2019 08:21:10	1,007	3191	3191	69899	73525600
19/11/2019 08:21:57	0,755	3194	3193	69511	97623328
19/11/2019 08:22:02	3,625	3194	3194	69729	104815768
19/11/2019 08:22:07	1,015	3195	3194	69870	112730992
19/11/2019 08:22:21	7,575	3197	3195	69892	104695320
19/11/2019 08:22:20	4,877	3197	3195	70010	99787592
19/11/2019 08:23:06	0,011	3199	3199	69696	170900784
19/11/2019 08:23:13	3,947	3200	3200	69851	107526816
19/11/2019 08:23:18	0,251	3200	3200	69957	100909344
19/11/2019 08:23:31	0,427	3201	3201	70018	90893040
19/11/2019 08:23:33	0,046	3201	3201	70089	74702224
19/11/2019 08:24:08	0,009	3202	3202	69706	94775136
19/11/2019 08:24:18	2,430	3203	3203	69946	110849856
19/11/2019 08:24:20	0,008	3203	3203	70045	100970520
19/11/2019 08:24:41	6,337	3206	3205	70098	132564824
19/11/2019 08:24:52	6,725	3208	3205	70219	86857048
19/11/2019 08:25:13	1,564	3209	3209	69855	97444352
19/11/2019 08:25:28	7,666	3210	3210	70115	109912400
19/11/2019 08:25:30	5,179	3210	3210	70221	110439872
19/11/2019 08:25:55	0,635	3211	3211	70252	118546048
19/11/2019 08:26:08	0,012	3211	3211	70348	93828872
19/11/2019 08:26:16	0,541	3212	3212	69937	113034976
19/11/2019 08:26:38	2,897	3213	3213	70193	111015784
19/11/2019 08:26:39	2,134	3213	3213	70255	116272936
19/11/2019 08:26:57	0,009	3214	3214	70260	100351928
19/11/2019 08:27:20	0,680	3218	3218	70115	117286752
19/11/2019 08:27:19	0,475	3218	3215	70439	101108584
19/11/2019 08:27:43	0,010	3219	3219	70237	101893384
19/11/2019 08:27:45	0,023	3219	3219	70378	106958912
19/11/2019 08:28:04	1,649	3221	3221	70430	117126968
19/11/2019 08:28:22	0,016	3221	3221	70127	96899728
19/11/2019 08:28:24	0,194	3222	3221	70527	87737608
19/11/2019 08:28:45	0,011	3222	3222	70310	122618456
19/11/2019 08:28:55	4,609	3223	3223	70477	86253784
19/11/2019 08:29:07	0,012	3224	3224	70478	107849960
19/11/2019 08:29:29	2,816	3227	3227	70266	109841328
19/11/2019 08:29:52	4,029	3229	3229	70443	102721920
19/11/2019 08:29:52	7,981	3229	3229	70689	82065384
19/11/2019 08:30:00	0,929	3229	3229	70573	98100904
19/11/2019 08:30:18	5,610	3231	3231	70614	92180072
19/11/2019 08:30:31	0,010	3231	3231	70370	95153712
19/11/2019 08:30:57	0,925	3232	3232	70494	98218648
19/11/2019 08:30:56	0,906	3233	3232	70747	75933952
19/11/2019 08:31:08	3,491	3233	3233	70629	89709984
19/11/2019 08:31:24	3,356	3235	3234	70707	129362664
